interferogram_id,point_id,x_m,y_m,elevation_m,los_displacement_m
ASC-03,650,1495.2,2754.65,428.82,-0.016771
ASC-03,651,-2066.83,-1017.82,454.35,-0.06006
ASC-03,652,1615.65,-2764.53,372.6,-0.010054
ASC-03,653,-1549.22,841.87,606.77,-0.066753
ASC-03,654,-215.0,-2610.74,423.23,-0.03339
ASC-03,655,2519.22,2741.35,358.21,0.000225
ASC-03,656,-363.5,-2642.8,414.24,-0.031954
ASC-03,657,-1483.95,-966.91,562.16,-0.064287
ASC-03,658,-1361.56,-37.38,689.93,-0.069114
ASC-03,659,-2960.88,-2674.89,282.69,-0.0417
ASC-03,660,-1963.46,-1268.77,448.24,-0.059907
ASC-03,661,-1602.26,-1573.05,464.96,-0.057335
ASC-03,662,-2289.22,1493.1,417.84,-0.065097
ASC-03,663,-3058.54,3403.91,267.95,-0.057628
ASC-03,664,-239.48,-960.14,839.23,-0.054501
ASC-03,665,-1999.23,2035.04,411.04,-0.061751
ASC-03,666,1671.39,-2517.61,397.13,-0.012098
ASC-03,667,2957.69,559.4,450.96,-0.000502
ASC-03,668,-1589.11,-471.01,594.15,-0.064923
ASC-03,669,505.74,-1482.71,684.47,-0.039611
ASC-03,670,47.08,2251.97,578.0,-0.043836
ASC-03,671,-2974.24,1724.95,335.0,-0.066663
ASC-03,672,-2625.88,-2562.02,302.6,-0.044133
ASC-03,673,2693.46,-1453.15,415.72,-0.002718
ASC-03,674,-180.94,2236.53,571.74,-0.046424
ASC-03,675,2132.27,3447.02,324.92,-0.005278
ASC-03,676,-3033.93,780.95,357.13,-0.06596
ASC-03,677,663.69,2601.89,496.99,-0.028519
ASC-03,678,2557.18,3389.55,310.86,0.000187
ASC-03,679,2569.46,1683.82,446.06,0.000415
ASC-03,680,-3459.94,1013.13,315.43,-0.063408
ASC-03,681,152.04,-1951.33,556.24,-0.038261
ASC-03,682,-916.97,-907.03,700.92,-0.061281
ASC-03,683,1820.29,864.88,696.21,-0.019467
ASC-03,684,-2987.47,2984.81,284.85,-0.057975
ASC-03,685,-1645.51,-1387.07,481.29,-0.058617
ASC-03,686,2188.5,-733.54,568.26,-0.015827
ASC-03,687,-213.11,-3344.34,337.78,-0.026757
ASC-03,688,-327.95,1377.09,816.35,-0.055085
ASC-03,689,3279.91,-395.01,397.83,0.005378
ASC-03,690,-1260.77,2084.12,493.58,-0.055119
ASC-03,691,-3207.95,-1864.42,299.45,-0.052994
ASC-03,692,-754.59,1117.52,790.7,-0.062412
ASC-03,693,-2426.39,1211.65,415.84,-0.066768
ASC-03,694,-2926.76,-249.73,370.93,-0.065933
ASC-03,695,475.02,-2179.76,505.65,-0.031973
ASC-03,696,3175.03,-679.71,402.11,0.001766
ASC-03,697,555.85,1715.3,738.46,-0.039049
ASC-03,698,1029.8,-2175.7,486.11,-0.028296
ASC-03,699,-1234.6,-2869.71,352.21,-0.038595
ASC-04,0,875.67,497.86,1173.71,-0.062657
ASC-04,1,2780.5,1765.71,412.23,-0.02279
ASC-04,2,1929.8,624.99,688.02,-0.038823
ASC-04,3,-1923.55,2119.45,411.65,-0.047317
ASC-04,4,-1398.84,353.29,681.09,-0.06971
ASC-04,5,2614.87,-2112.99,369.29,-0.024026
ASC-04,6,-3463.14,579.08,320.51,-0.045264
ASC-04,7,2248.6,-63.45,604.37,-0.035325
ASC-04,8,2079.49,-2338.45,389.9,-0.026248
ASC-04,9,-224.46,834.16,1066.62,-0.06833
ASC-04,10,-1378.77,2218.72,460.56,-0.051667
ASC-04,11,-1551.02,-2554.39,364.16,-0.047442
ASC-04,12,-1715.91,314.62,590.38,-0.067526
ASC-04,13,-384.47,1635.81,719.47,-0.059093
ASC-04,14,31.84,-678.88,1012.92,-0.067363
ASC-04,15,374.48,-1609.68,648.43,-0.051554
ASC-04,16,3468.5,-894.04,360.54,-0.019061
ASC-04,17,2048.63,291.89,666.78,-0.03851
ASC-04,18,855.25,1306.62,857.08,-0.056416
ASC-04,19,3422.72,414.23,386.14,-0.020046
ASC-04,20,-1992.84,-2750.82,324.21,-0.043911
ASC-04,21,-2378.52,2225.2,359.9,-0.048515
ASC-04,22,787.78,2967.02,430.46,-0.033374
ASC-04,23,-3192.41,-2790.95,269.95,-0.033829
ASC-04,24,-3250.24,-1753.36,300.66,-0.044577
ASC-04,25,104.22,-2284.23,484.84,-0.048587
ASC-04,26,-236.56,2444.09,522.14,-0.048254
ASC-04,27,2920.17,2871.95,323.76,-0.018147
ASC-04,28,904.58,-3190.08,351.03,-0.033849
ASC-04,29,98.82,-1173.06,794.71,-0.062511
ASC-04,30,-21.89,-2152.54,508.05,-0.047972
ASC-04,31,-1767.4,-213.27,567.86,-0.067916
ASC-04,32,-3417.44,2951.13,268.72,-0.030049
ASC-04,33,-2153.18,-3008.79,301.54,-0.039767
ASC-04,34,1344.22,-2301.05,446.25,-0.038092
ASC-04,35,-2095.75,-90.8,500.16,-0.064651
ASC-04,36,-913.25,168.24,867.88,-0.072697
ASC-04,37,-3473.86,1718.51,299.61,-0.041866
ASC-04,38,2310.33,-436.2,567.78,-0.032892
ASC-04,39,-2418.77,-2512.04,315.94,-0.041295
ASC-04,40,-1626.8,-1024.72,527.39,-0.063164
ASC-04,41,2662.33,3374.65,307.25,-0.022519
ASC-04,42,68.54,1755.06,725.89,-0.056834
ASC-04,43,2430.05,-2685.59,337.3,-0.024522
ASC-04,44,978.02,2157.46,576.97,-0.039051
ASC-04,45,1692.4,-1323.51,578.89,-0.038154
ASC-04,46,-2859.53,1969.78,334.15,-0.043478
ASC-04,47,288.01,-3410.95,335.09,-0.034787
ASC-04,48,54.41,2598.89,500.55,-0.045671
ASC-04,49,2599.38,-2363.83,351.0,-0.022858
ASC-04,50,-971.15,-309.75,801.96,-0.072697
ASC-04,51,687.29,1132.29,965.25,-0.060442
ASC-04,52,-3085.24,55.09,356.7,-0.051646
ASC-04,53,-786.58,-2342.22,437.48,-0.049736
ASC-04,54,-1238.75,-2526.17,386.09,-0.047823
ASC-04,55,-2448.6,-1508.26,373.43,-0.055461
ASC-04,56,2214.37,-3133.26,315.66,-0.025515
ASC-04,57,-843.88,-1984.19,489.89,-0.056105
ASC-04,58,3351.24,-2589.26,295.32,-0.014626
ASC-04,59,629.94,-246.42,1236.02,-0.065346
ASC-04,60,735.39,-1004.43,838.69,-0.057422
ASC-04,61,965.98,607.83,1091.23,-0.060479
ASC-04,62,1235.15,-1533.85,603.39,-0.04299
ASC-04,63,-2444.48,-3262.62,278.86,-0.034975
ASC-04,64,-417.81,-1182.23,731.07,-0.06555
ASC-04,65,-1823.05,1786.26,456.32,-0.055168
ASC-04,66,-682.51,-1709.13,558.46,-0.060699
ASC-04,67,-2823.07,-668.16,372.82,-0.054372
ASC-04,68,3274.8,1784.82,358.56,-0.021229
ASC-04,69,-1994.97,-653.23,493.22,-0.066314
ASC-04,70,1202.36,2709.87,453.44,-0.033304
ASC-04,71,-1397.06,2926.48,376.31,-0.038876
ASC-04,72,2618.54,-1326.29,435.73,-0.025915
ASC-04,73,1135.5,1651.75,691.05,-0.042466
ASC-04,74,-2578.69,-1728.18,348.91,-0.051419
ASC-04,75,2415.52,-2523.34,350.54,-0.024717
ASC-04,76,3114.64,-434.83,419.13,-0.025338
ASC-04,77,2827.42,717.31,468.63,-0.026981
ASC-04,78,488.03,3049.14,423.56,-0.032674
ASC-04,79,-2481.78,-2478.69,314.28,-0.041256
ASC-04,80,-2152.76,1486.54,436.69,-0.053901
ASC-04,81,2995.34,-171.75,444.52,-0.024313
ASC-04,82,366.29,-2578.03,435.25,-0.042988
ASC-04,83,-2236.13,3308.61,303.4,-0.034496
ASC-04,84,2688.4,1370.38,454.69,-0.025537
ASC-04,85,991.0,-2597.99,419.61,-0.036565
ASC-04,86,487.86,2840.29,456.87,-0.035768
ASC-04,87,-865.99,-2778.34,377.85,-0.043663
ASC-04,88,-623.31,-2851.39,379.09,-0.042619
ASC-04,89,-1823.58,-1179.14,477.31,-0.063031
ASC-04,90,-3233.6,3065.71,272.25,-0.031187
ASC-04,91,2633.53,-3268.83,292.4,-0.020221
ASC-04,92,-225.89,2927.45,435.43,-0.038748
ASC-04,93,333.45,781.28,1217.45,-0.070544
ASC-04,94,-1244.86,-3030.64,337.81,-0.041595
ASC-04,95,1759.27,480.14,757.02,-0.038975
ASC-04,96,-3323.62,-288.46,331.06,-0.049315
ASC-04,97,-894.7,447.89,865.0,-0.073865
ASC-04,98,-3287.55,1660.42,313.4,-0.043259
ASC-04,99,-2639.76,1250.33,387.18,-0.049572
ASC-04,100,3270.04,3480.59,278.49,-0.017867
ASC-04,101,1104.33,-2403.32,443.89,-0.037342
ASC-04,102,-502.46,2189.99,558.8,-0.051551
ASC-04,103,166.18,-622.35,1060.73,-0.067801
ASC-04,104,2609.66,1983.15,414.42,-0.018599
ASC-04,105,-1090.53,2742.45,417.31,-0.042971
ASC-04,106,632.04,3443.99,370.59,-0.030756
ASC-04,107,1285.79,-1637.71,573.51,-0.042409
ASC-04,108,-1012.1,-329.43,784.03,-0.07217
ASC-04,109,133.69,3099.45,416.39,-0.034892
ASC-04,110,1856.73,3120.17,365.19,-0.023929
ASC-04,111,2864.26,-889.88,434.09,-0.024871
ASC-04,112,-2442.56,3081.47,305.76,-0.038378
ASC-04,113,3033.94,-658.76,422.03,-0.023652
ASC-04,114,-3463.75,-876.64,310.32,-0.046458
ASC-04,115,1770.84,1796.34,552.88,-0.034121
ASC-04,116,2173.69,-201.52,618.11,-0.038036
ASC-04,117,-2542.65,-362.61,417.32,-0.060186
ASC-04,118,-567.67,-797.17,821.42,-0.071537
ASC-04,119,2206.79,-470.37,589.85,-0.034954
ASC-04,120,-3400.1,-2521.28,270.19,-0.037886
ASC-04,121,899.23,-3072.74,363.22,-0.034324
ASC-04,122,2051.17,1777.95,511.61,-0.029959
ASC-04,123,91.03,451.5,1406.2,-0.075034
ASC-04,124,1580.95,1203.23,707.0,-0.042703
ASC-04,125,-1915.04,2116.35,412.85,-0.047854
ASC-04,126,-2110.35,-1889.26,378.88,-0.051359
ASC-04,127,-958.11,-1863.59,499.46,-0.061732
ASC-04,128,-2244.16,-1554.64,391.11,-0.056392
ASC-04,129,-1077.57,-1372.53,572.23,-0.06806
ASC-04,130,3136.87,1824.84,369.65,-0.021738
ASC-04,131,513.33,-880.73,919.7,-0.060099
ASC-04,132,-1119.52,-1237.68,590.06,-0.068952
ASC-04,133,-1599.33,954.11,584.08,-0.064264
ASC-04,134,3164.28,-2194.01,324.53,-0.019288
ASC-04,135,-388.65,-2755.06,398.42,-0.040476
ASC-04,136,3362.76,1379.93,368.19,-0.01853
ASC-04,137,108.66,1795.12,713.98,-0.054608
ASC-04,138,148.16,-1425.45,705.16,-0.05999
ASC-04,139,2775.78,952.29,467.25,-0.028177
ASC-04,140,1699.37,-3261.46,324.48,-0.02343
ASC-04,141,564.57,-669.77,1018.23,-0.062541
ASC-04,142,-513.45,545.71,1032.12,-0.073299
ASC-04,143,2647.32,-1726.07,398.14,-0.024014
ASC-04,144,-618.48,-1062.5,729.74,-0.070542
ASC-04,145,2959.32,766.85,444.82,-0.024205
ASC-04,146,-3018.99,629.28,361.12,-0.050848
ASC-04,147,-490.02,-2420.66,441.88,-0.046647
ASC-04,148,136.6,1446.07,848.97,-0.061181
ASC-04,149,3156.57,-2939.8,288.53,-0.014503
ASC-04,150,-1743.01,3288.07,327.07,-0.03693
ASC-04,151,2142.27,-2083.47,412.14,-0.026327
ASC-04,152,1235.3,-1725.16,560.08,-0.040964
ASC-04,153,1519.6,-2097.9,464.78,-0.03453
ASC-04,154,907.36,3440.49,366.55,-0.028198
ASC-04,155,3300.92,-1493.84,350.79,-0.017603
ASC-04,156,-1171.23,737.05,728.0,-0.074141
ASC-04,157,-712.07,3434.44,356.62,-0.033056
ASC-04,158,-2079.62,3150.47,319.85,-0.03762
ASC-04,159,-3145.07,-3203.55,259.42,-0.030968
ASC-04,160,-2009.64,148.29,521.52,-0.065624
ASC-04,161,2908.25,709.13,455.08,-0.026658
ASC-04,162,2381.18,1416.77,500.68,-0.029492
ASC-04,163,-2713.16,-1148.63,366.07,-0.053107
ASC-04,164,726.45,-1204.64,763.74,-0.05254
ASC-04,165,-145.62,-3470.01,327.56,-0.035388
ASC-04,166,662.79,-3253.34,348.16,-0.035402
ASC-04,167,1114.93,350.4,1063.3,-0.054298
ASC-04,168,-1353.38,-2968.79,338.44,-0.04345
ASC-04,169,3229.46,-2082.63,326.14,-0.01565
ASC-04,170,-239.12,-1167.1,763.13,-0.065014
ASC-04,171,896.71,-3006.7,370.5,-0.035652
ASC-04,172,946.58,-3283.98,341.3,-0.03081
ASC-04,173,-2212.77,2988.44,322.83,-0.036707
ASC-04,174,-3066.94,-453.54,352.43,-0.054504
ASC-04,175,-619.38,-2065.81,493.85,-0.051446
ASC-04,176,1848.21,1459.16,596.56,-0.03633
ASC-04,177,2206.55,-3433.88,297.27,-0.018593
ASC-04,178,1609.92,-1784.88,507.29,-0.03667
ASC-04,179,-2707.57,3225.25,287.3,-0.036751
ASC-04,180,2893.48,2783.83,330.66,-0.018033
ASC-04,181,2114.26,951.48,605.07,-0.033608
ASC-04,182,2643.84,-2847.58,315.6,-0.017888
ASC-04,183,163.13,-1273.64,759.23,-0.058966
ASC-04,184,2909.45,-3304.47,281.48,-0.014788
ASC-04,185,-3173.43,-1965.66,297.94,-0.043681
ASC-04,186,-3287.98,-3321.96,252.53,-0.030065
ASC-04,187,-3358.49,-2616.85,269.06,-0.036708
ASC-04,188,-1730.62,932.5,555.7,-0.064562
ASC-04,189,-1760.01,-2796.9,332.79,-0.044519
ASC-04,190,-2187.48,-2409.66,335.6,-0.049256
ASC-04,191,469.39,2819.66,460.64,-0.036177
ASC-04,192,-3227.1,-1151.83,320.91,-0.047863
ASC-04,193,632.72,-1169.02,786.38,-0.05192
ASC-04,194,-2337.92,-2894.22,299.73,-0.038341
ASC-04,195,1245.12,2071.51,570.73,-0.03824
ASC-04,196,-3352.47,1234.64,319.39,-0.043331
ASC-04,197,-1326.01,329.93,705.61,-0.072018
ASC-04,198,3068.39,825.39,426.13,-0.023869
ASC-04,199,268.77,-2797.34,403.34,-0.043897
ASC-04,200,2181.11,-1677.86,454.99,-0.026923
ASC-04,201,1106.18,585.49,1026.73,-0.055134
ASC-04,202,775.26,3165.62,402.53,-0.033058
ASC-04,203,-2161.23,2219.92,379.57,-0.047482
ASC-04,204,520.76,985.08,1070.9,-0.063032
ASC-04,205,-3222.2,131.73,343.26,-0.049098
ASC-04,206,2111.65,-3394.07,302.51,-0.019769
ASC-04,207,3220.5,2735.01,313.87,-0.01909
ASC-04,208,2478.06,-3032.02,311.6,-0.022413
ASC-04,209,-3145.03,-2596.43,277.88,-0.037068
ASC-04,210,-1129.38,1351.5,641.22,-0.061906
ASC-04,211,-1273.98,2185.01,477.09,-0.053073
ASC-04,212,-2710.98,2005.85,344.4,-0.046689
ASC-04,213,886.28,-333.17,1084.4,-0.057879
ASC-04,214,2082.21,-2260.61,397.89,-0.027532
ASC-04,215,-1303.95,-3252.88,318.52,-0.037053
ASC-04,216,2539.66,2459.66,379.86,-0.02092
ASC-04,217,2079.89,3343.88,334.92,-0.021161
ASC-04,218,-2596.03,-1791.05,344.06,-0.048623
ASC-04,219,1868.01,2562.53,426.53,-0.026244
ASC-04,220,2678.35,-682.28,476.46,-0.026338
ASC-04,221,-2119.02,-1320.59,423.27,-0.060843
ASC-04,222,515.49,36.08,1452.28,-0.070398
ASC-04,223,971.25,-3442.82,326.95,-0.027862
ASC-04,224,765.34,-401.0,1103.7,-0.058792
ASC-04,225,-2826.28,-2103.12,312.68,-0.041905
ASC-04,226,1128.34,1487.2,740.64,-0.042956
ASC-04,227,923.68,18.0,1172.71,-0.059356
ASC-04,228,2267.2,2581.97,391.27,-0.022769
ASC-04,229,2124.59,2776.54,382.81,-0.02194
ASC-04,230,-1209.82,-1282.69,565.94,-0.067599
ASC-04,231,1554.33,-1537.31,559.49,-0.039108
ASC-04,232,2570.91,3073.91,330.49,-0.022573
ASC-04,233,2750.63,27.98,491.62,-0.025899
ASC-04,234,-2369.41,-2824.39,301.89,-0.040176
ASC-04,235,-3313.08,-3178.8,255.44,-0.030005
ASC-04,236,1055.65,3432.98,363.99,-0.029774
ASC-04,237,-1997.27,554.15,518.5,-0.062096
ASC-04,238,445.97,-3118.55,363.81,-0.039452
ASC-04,239,3113.63,78.79,429.46,-0.021612
ASC-04,240,-844.76,28.73,893.36,-0.075713
ASC-04,241,-1730.58,-452.29,561.9,-0.068773
ASC-04,242,-304.43,3158.96,400.31,-0.034289
ASC-04,243,1100.71,3141.4,396.55,-0.032035
ASC-04,244,-2792.31,-2625.23,291.91,-0.038208
ASC-04,245,-835.91,-2437.96,421.07,-0.049105
ASC-04,246,-2563.95,-647.58,404.81,-0.062015
ASC-04,247,1137.12,2338.19,524.54,-0.035957
ASC-04,248,2313.87,866.27,564.7,-0.031402
ASC-04,249,-862.02,1608.81,643.97,-0.061752
ASC-04,250,-897.93,532.41,854.86,-0.073039
ASC-04,251,276.65,-2029.6,539.25,-0.050427
ASC-04,252,-1994.6,2224.36,395.05,-0.048063
ASC-04,253,-1768.13,-3401.85,294.09,-0.035784
ASC-04,254,-1191.03,1389.39,620.6,-0.062324
ASC-04,255,-298.02,-2139.62,499.86,-0.046573
ASC-04,256,-2929.28,-202.36,371.35,-0.057409
ASC-04,257,1769.12,3325.93,349.99,-0.022847
ASC-04,258,553.38,273.25,1458.13,-0.068095
ASC-04,259,-1402.14,-3101.36,326.09,-0.042932
ASC-04,260,-2957.17,-498.54,362.78,-0.057206
ASC-04,261,1842.27,1121.87,652.76,-0.037275
ASC-04,262,-2582.45,-3103.05,280.69,-0.036175
ASC-04,263,-2567.55,-1731.42,349.65,-0.051155
ASC-04,264,-2585.21,-3371.65,270.27,-0.031443
ASC-04,265,-2931.16,280.48,373.89,-0.054002
ASC-04,266,2844.75,-829.66,440.59,-0.026065
ASC-04,267,-1615.29,25.83,616.17,-0.073515
ASC-04,268,-1355.13,-1429.14,518.92,-0.064276
ASC-04,269,2329.56,1097.65,541.64,-0.032235
ASC-04,270,839.46,-2288.4,474.72,-0.040928
ASC-04,271,-2190.0,2846.56,333.05,-0.03885
ASC-04,272,-456.31,3220.57,388.17,-0.036674
ASC-04,273,2687.46,-49.04,502.76,-0.02516
ASC-04,274,-872.38,-242.27,850.58,-0.072516
ASC-04,275,1476.17,2517.32,465.27,-0.030111
ASC-04,276,-2822.35,-1471.14,341.5,-0.052367
ASC-04,277,1591.27,2121.74,520.44,-0.033825
ASC-04,278,1935.31,-1488.85,512.93,-0.033899
ASC-04,279,2280.37,1539.75,504.67,-0.029936
ASC-04,280,1219.41,-1161.92,701.57,-0.049119
ASC-04,281,-904.87,718.21,825.67,-0.071748
ASC-04,282,-3050.52,2981.08,282.3,-0.033606
ASC-04,283,131.43,-3119.73,363.57,-0.038664
ASC-04,284,1802.22,2150.78,490.55,-0.031373
ASC-04,285,-2164.13,292.92,489.83,-0.060856
ASC-04,286,-1636.34,-846.53,545.8,-0.065684
ASC-04,287,252.84,-1048.07,852.35,-0.065195
ASC-04,288,1738.32,-3014.12,343.41,-0.027232
ASC-04,289,2776.11,-1691.35,387.92,-0.022863
ASC-04,290,-2619.81,861.96,403.83,-0.052168
ASC-04,291,-2210.11,-2816.87,309.6,-0.041627
ASC-04,292,2096.76,1185.85,582.57,-0.034203
ASC-04,293,1011.65,3235.77,387.64,-0.032099
ASC-04,294,1546.81,3365.43,355.26,-0.024273
ASC-04,295,3477.4,2724.69,300.25,-0.018433
ASC-04,296,3074.26,2146.28,356.64,-0.020868
ASC-04,297,2401.18,-2254.33,374.04,-0.025797
ASC-04,298,1939.81,3291.09,345.54,-0.021576
ASC-04,299,-734.87,-2080.94,482.42,-0.053517
ASC-04,300,988.6,2583.35,486.96,-0.038179
ASC-04,301,-2208.88,2645.12,345.14,-0.040973
ASC-04,302,1816.46,853.36,698.9,-0.040159
ASC-04,303,1803.83,149.15,750.09,-0.041154
ASC-04,304,1549.07,-2097.02,462.46,-0.03399
ASC-04,305,-386.41,136.28,1147.33,-0.07319
ASC-04,306,-852.74,-1465.66,588.69,-0.064328
ASC-04,307,-561.6,-2618.84,410.22,-0.045182
ASC-04,308,-3266.63,-2602.66,272.91,-0.037035
ASC-04,309,2410.24,2108.2,425.09,-0.024371
ASC-04,310,296.59,2956.82,438.73,-0.033558
ASC-04,311,-787.37,-2506.92,414.53,-0.047281
ASC-04,312,336.2,-3407.17,335.41,-0.033402
ASC-04,313,1551.48,-1654.57,537.53,-0.038699
ASC-04,314,-829.77,-2558.93,405.55,-0.048855
ASC-04,315,2314.48,-2179.61,387.67,-0.024143
ASC-04,316,2936.24,583.29,453.98,-0.025423
ASC-04,317,-787.97,-543.94,823.0,-0.072375
ASC-04,318,-2535.29,-495.4,414.22,-0.061132
ASC-04,319,1822.61,-2060.71,443.74,-0.030134
ASC-04,320,3450.64,1152.12,367.16,-0.017936
ASC-04,321,-2464.08,-1473.43,374.01,-0.056868
ASC-04,322,1488.73,-705.97,753.81,-0.044318
ASC-04,323,2277.26,-256.1,587.78,-0.035534
ASC-04,324,2944.0,2830.97,324.78,-0.018466
ASC-04,325,-2636.33,-1775.51,341.72,-0.047581
ASC-04,326,-2857.33,1530.66,352.79,-0.045377
ASC-04,327,3415.1,-1334.42,348.15,-0.018028
ASC-04,328,-2682.7,2760.98,309.11,-0.041986
ASC-04,329,-2262.35,-741.44,443.07,-0.062986
ASC-04,330,524.67,36.13,1446.17,-0.069912
ASC-04,331,-376.09,2640.51,477.26,-0.044862
ASC-04,332,1752.75,1209.33,661.24,-0.040422
ASC-04,333,-2166.1,-2839.49,310.37,-0.042334
ASC-04,334,2900.99,-2542.15,320.73,-0.02078
ASC-04,335,-1979.64,3435.13,307.21,-0.034116
ASC-04,336,1883.78,-3296.26,316.09,-0.021451
ASC-04,337,-3026.78,-1393.9,328.25,-0.047924
ASC-04,338,-186.18,3212.26,396.18,-0.035123
ASC-04,339,-3272.09,-3394.26,251.16,-0.029118
ASC-04,340,-1303.33,-2370.21,399.08,-0.049696
ASC-04,341,-1314.39,-2006.45,442.39,-0.05736
ASC-04,342,1538.24,-2895.26,362.51,-0.029666
ASC-04,343,-314.88,-196.27,1121.08,-0.069987
ASC-04,344,-3102.58,647.07,352.22,-0.049426
ASC-04,345,3467.53,-1271.75,346.16,-0.016779
ASC-04,346,2720.9,-2739.45,318.45,-0.019662
ASC-04,347,2914.27,2176.69,368.72,-0.020311
ASC-04,348,-1773.97,2131.3,426.77,-0.05178
ASC-04,349,-741.23,434.7,936.31,-0.0737
ASC-04,350,-1909.74,-2535.81,343.84,-0.045659
ASC-04,351,-2625.66,293.38,413.11,-0.053651
ASC-04,352,-3268.83,906.67,332.66,-0.044215
ASC-04,353,23.36,-501.95,1107.07,-0.068337
ASC-04,354,-2638.06,2547.04,322.27,-0.042657
ASC-04,355,-2265.87,-769.68,440.94,-0.06324
ASC-04,356,2523.33,76.21,539.92,-0.029688
ASC-04,357,-110.3,-2701.0,412.72,-0.041861
ASC-04,358,-2214.08,444.86,478.45,-0.060739
ASC-04,359,1189.05,1865.14,626.16,-0.039035
ASC-04,360,-1638.95,1618.81,502.32,-0.059465
ASC-04,361,188.56,-1701.13,621.42,-0.056619
ASC-04,362,-1519.33,3443.06,325.74,-0.036473
ASC-04,363,113.13,1539.54,808.83,-0.061531
ASC-04,364,899.74,-533.73,997.48,-0.058589
ASC-04,365,253.46,-595.64,1081.73,-0.06586
ASC-04,366,-730.77,1955.28,586.13,-0.056078
ASC-04,367,2035.7,-2270.22,400.44,-0.027414
ASC-04,368,2614.06,977.39,494.65,-0.027533
ASC-04,369,-2244.4,1531.88,421.1,-0.05115
ASC-04,370,-2545.84,114.38,424.78,-0.058011
ASC-04,371,-2707.66,2612.39,314.76,-0.04045
ASC-04,372,3357.18,-219.55,391.71,-0.020342
ASC-04,373,3091.14,-245.75,427.89,-0.023852
ASC-04,374,-1885.33,-1507.24,436.15,-0.058776
ASC-04,375,3289.35,2935.6,300.67,-0.020498
ASC-04,376,-2045.28,-1286.11,435.62,-0.062119
ASC-04,377,45.33,1366.9,876.53,-0.062769
ASC-04,378,-18.3,-634.53,1026.97,-0.067442
ASC-04,379,2904.69,3047.97,314.46,-0.020179
ASC-04,380,-3216.3,3135.72,270.77,-0.031049
ASC-04,381,-1292.54,-3289.75,316.27,-0.035894
ASC-04,382,699.82,3461.74,367.75,-0.028618
ASC-04,383,-3035.21,734.55,357.81,-0.0486
ASC-04,384,-1844.15,-2983.03,316.12,-0.039978
ASC-04,385,-244.56,-20.78,1213.82,-0.072821
ASC-04,386,2666.0,-3153.7,297.22,-0.019796
ASC-04,387,1826.72,342.26,739.69,-0.039454
ASC-04,388,2302.86,-2201.82,386.48,-0.024745
ASC-04,389,1827.49,-924.42,623.58,-0.039484
ASC-04,390,1454.05,-1367.1,609.84,-0.03989
ASC-04,391,2447.85,715.48,544.01,-0.030828
ASC-04,392,1270.34,2256.53,529.39,-0.03681
ASC-04,393,1649.78,3055.76,382.62,-0.025122
ASC-04,394,-1388.49,-1197.99,547.86,-0.063301
ASC-04,395,-2326.51,487.83,457.68,-0.058568
ASC-04,396,1795.67,-3458.71,307.57,-0.019108
ASC-04,397,-2339.14,-894.86,423.27,-0.062154
ASC-04,398,2936.19,3224.93,303.36,-0.021034
ASC-04,399,676.5,-2668.13,418.05,-0.041005
ASC-04,400,-1193.96,2588.79,429.27,-0.045664
ASC-04,401,3056.5,1067.54,418.48,-0.020415
ASC-04,402,-2414.09,-1442.74,380.95,-0.058174
ASC-04,403,101.26,1947.13,664.5,-0.050118
ASC-04,404,-2859.12,-1475.03,338.3,-0.052195
ASC-04,405,3257.99,2763.71,310.35,-0.019444
ASC-04,406,527.63,-2920.69,386.28,-0.03919
ASC-04,407,2125.67,-2667.05,355.59,-0.025225
ASC-04,408,-1526.54,1750.09,503.73,-0.057529
ASC-04,409,2112.58,-355.75,623.82,-0.039581
ASC-04,410,1419.89,-2467.76,417.97,-0.034095
ASC-04,411,1005.77,94.04,1132.09,-0.058842
ASC-04,412,3153.94,-1421.22,368.18,-0.01594
ASC-04,413,-465.56,345.21,1092.25,-0.074142
ASC-04,414,-594.38,1706.0,666.62,-0.058911
ASC-04,415,1344.85,2497.88,478.77,-0.034011
ASC-04,416,2345.39,-3087.0,313.55,-0.024361
ASC-04,417,-1154.47,646.48,743.98,-0.075005
ASC-04,418,1187.6,3385.66,365.43,-0.02761
ASC-04,419,-2036.74,-281.42,505.72,-0.066064
ASC-04,420,361.9,1886.97,686.78,-0.049515
ASC-04,421,1884.2,-2819.18,354.5,-0.028089
ASC-04,422,-3042.8,2614.56,295.98,-0.038173
ASC-04,423,1594.89,574.37,810.7,-0.041448
ASC-04,424,-3391.97,2717.84,276.25,-0.034487
ASC-04,425,3208.45,2009.83,352.86,-0.023098
ASC-04,426,-219.31,2584.68,494.76,-0.045295
ASC-04,427,-636.5,-3098.93,352.48,-0.041262
ASC-04,428,1543.11,1508.67,650.29,-0.040222
ASC-04,429,163.09,-2121.13,518.34,-0.048553
ASC-04,430,1615.94,-1639.33,532.12,-0.038504
ASC-04,431,-2906.69,-1226.52,344.52,-0.04978
ASC-04,432,439.54,639.2,1303.23,-0.070467
ASC-04,433,406.76,895.03,1138.64,-0.065081
ASC-04,434,3024.8,3020.1,309.83,-0.018123
ASC-04,435,-3222.76,-3410.97,251.94,-0.029624
ASC-04,436,-330.26,-2145.93,497.02,-0.047212
ASC-04,437,917.51,-965.98,822.42,-0.056073
ASC-04,438,355.23,2226.05,588.39,-0.045087
ASC-04,439,-2980.87,349.36,367.96,-0.051488
