interferogram_id,point_id,x_m,y_m,elevation_m,los_displacement_m
ASC-11,327,13287.03,-11763.16,250.08,0.002213
ASC-11,328,-6489.59,2329.15,277.67,-0.00515
ASC-11,330,10938.13,-11823.8,250.2,-0.000615
ASC-11,331,-9654.37,-4.74,256.03,3.7e-05
ASC-11,334,8527.47,4675.41,256.64,0.001128
ASC-11,337,6972.77,9904.37,251.69,0.001737
ASC-11,340,-7520.68,13154.94,250.29,-0.002001
ASC-11,342,-934.65,12447.49,251.29,-0.000612
ASC-11,343,-14000.18,2998.48,250.45,-0.004565
ASC-11,344,14536.01,13280.81,250.03,0.003578
ASC-11,345,-370.82,-4983.37,340.45,-0.002228
ASC-11,346,8183.74,10214.08,250.99,0.000569
ASC-11,347,883.39,-4775.31,349.89,-0.001141
ASC-11,348,-11304.63,5911.37,251.06,-0.001
ASC-11,350,-14773.54,9783.79,250.07,-0.003052
ASC-11,351,-6003.36,3837.58,274.33,-0.003389
ASC-11,355,4042.25,2221.64,363.53,0.001591
ASC-11,356,-14236.52,-11681.22,250.05,-0.002758
ASC-11,358,11877.1,-3556.57,251.57,0.000871
ASC-11,360,-11413.68,-1442.64,252.17,0.000821
ASC-11,361,-6704.72,8927.74,252.6,0.00199
ASC-11,362,-459.28,6795.93,280.24,0.001239
ASC-11,364,-7697.39,11487.62,250.59,0.000299
ASC-11,365,-1040.05,-14976.73,250.35,9.7e-05
ASC-11,367,5959.06,14456.34,250.23,0.00069
ASC-11,368,14928.79,-14327.35,250.02,0.001425
ASC-11,369,4019.46,7796.96,260.68,0.000852
ASC-11,370,-12648.19,-6713.81,250.47,0.001427
ASC-11,378,4262.42,1980.04,358.74,0.002084
ASC-11,380,8117.15,830.32,266.27,0.000782
ASC-11,381,-8499.52,9573.06,251.04,-0.001481
ASC-11,383,-9268.15,-2582.56,256.24,-0.001727
ASC-11,385,-8533.32,-13293.81,250.21,-0.001663
ASC-11,386,682.86,-13434.14,250.83,-0.00092
ASC-11,387,-5510.48,-4662.21,274.49,-0.003292
ASC-11,388,3581.19,10454.4,252.97,-0.001383
ASC-11,389,14147.14,-11523.22,250.06,-0.000219
ASC-11,392,13348.07,-13438.15,250.04,0.000937
ASC-11,395,-7653.88,-14219.95,250.18,-0.000998
ASC-11,396,-13327.97,-1011.12,250.77,-0.001951
ASC-11,397,-6526.48,-2455.44,277.31,-0.001143
ASC-11,399,-11829.11,-14192.24,250.05,-0.003103
ASC-11,403,-5477.1,-12857.27,250.6,-0.000915
ASC-11,404,12142.62,9089.79,250.32,-0.001147
ASC-11,406,-522.52,-14933.0,250.36,-0.000844
ASC-11,408,4761.9,1037.13,350.28,0.002362
ASC-11,410,-10836.88,-10865.94,250.27,-0.000303
ASC-11,411,-1085.14,8219.46,263.23,-0.00216
ASC-11,415,12402.89,-12554.95,250.08,0.000134
ASC-11,419,12213.29,-14735.74,250.04,0.000437
ASC-11,420,10291.42,1159.96,254.8,-0.000448
ASC-11,422,11617.32,-5281.38,251.28,-0.001466
ASC-11,425,-14920.49,13452.09,250.02,-0.001081
ASC-11,426,3957.1,-12112.31,251.26,0.000709
ASC-11,430,-13117.79,-8270.01,250.24,-0.003328
ASC-11,431,7094.96,-13341.67,250.34,-0.000499
ASC-11,432,-3976.73,196.96,390.67,-0.006206
ASC-11,434,5170.85,4621.76,280.65,0.000313
ASC-11,435,-13797.65,-6284.98,250.29,-0.001208
ASC-11,436,-14063.36,11882.81,250.05,0.000892
ASC-11,439,9003.02,-715.43,260.11,0.003241
ASC-11,440,-511.93,2104.14,643.99,-0.010243
ASC-11,441,-3341.57,1334.94,422.65,-0.009097
ASC-11,444,8848.2,8164.07,251.8,-0.001144
ASC-11,445,-7369.08,-3548.55,264.07,-0.001004
ASC-11,447,-13220.53,3274.3,250.66,-0.002677
ASC-11,448,-7653.17,4081.53,260.29,-0.000283
ASC-11,451,-8794.1,-9033.13,251.24,-0.001419
ASC-11,453,-12874.82,-8588.94,250.25,-0.003616
ASC-11,454,3343.37,7647.28,263.45,-0.00085
ASC-11,455,1881.29,-11455.43,252.34,0.004509
ASC-11,459,6534.64,-5172.61,264.99,0.001171
ASC-11,463,-46.64,161.48,1427.58,-0.026093
ASC-11,465,101.79,-405.61,1416.03,-0.025312
ASC-11,468,-702.05,274.47,1088.43,-0.027615
ASC-11,470,-372.12,-723.9,1133.31,-0.027455
ASC-11,472,191.49,377.6,1334.59,-0.024605
ASC-11,475,-958.05,-346.16,993.32,-0.025423
ASC-11,476,-238.34,-1002.7,1052.77,-0.025265
ASC-11,477,-719.19,341.79,1068.52,-0.027322
ASC-11,479,403.69,-462.88,1334.7,-0.025817
ASC-11,480,-797.71,-430.55,1048.6,-0.027214
ASC-11,481,-680.64,-41.03,1132.06,-0.028452
ASC-11,482,-483.56,-1025.64,993.87,-0.023364
ASC-11,483,-17.71,-1075.0,1049.23,-0.024718
ASC-11,486,-618.55,870.72,959.85,-0.019848
ASC-11,487,-748.05,-450.39,1066.11,-0.027221
ASC-11,488,111.67,-685.96,1249.16,-0.025728
ASC-11,490,1395.73,-306.93,942.82,-0.010424
ASC-11,491,-1079.42,-244.59,952.84,-0.025245
ASC-11,494,1424.76,-123.2,939.26,-0.010773
ASC-11,495,-331.31,-1083.36,1004.45,-0.024057
ASC-11,497,-818.98,-648.2,1000.08,-0.025815
ASC-11,504,576.83,-1254.45,949.24,-0.019692
ASC-11,506,-605.78,37.47,1165.35,-0.028547
ASC-11,507,401.52,-602.64,1264.34,-0.024502
ASC-11,508,-261.44,561.32,1166.83,-0.028712
ASC-11,509,778.84,-1175.37,944.04,-0.017988
ASC-11,510,-362.75,-298.02,1277.3,-0.026331
ASC-11,511,658.37,-379.84,1258.62,-0.021038
ASC-11,513,-431.09,975.38,966.88,-0.019033
ASC-11,516,599.76,-859.95,1098.98,-0.020196
ASC-11,517,-914.76,-573.02,979.5,-0.026747
ASC-11,519,587.98,934.4,1007.78,-0.015014
ASC-11,520,-1017.73,-16.2,981.08,-0.024715
ASC-11,521,256.06,14.28,1543.87,-0.025881
ASC-11,522,79.47,-1294.47,962.22,-0.024026
ASC-11,523,55.15,630.78,1189.97,-0.021698
ASC-11,525,-19.02,-24.35,1518.22,-0.027885
ASC-11,527,-201.06,51.16,1386.86,-0.0283
ASC-11,528,-860.53,-832.03,945.36,-0.025833
ASC-11,531,770.17,782.64,1025.87,-0.013596
ASC-11,532,234.57,115.36,1493.84,-0.025511
ASC-11,535,420.38,187.32,1383.42,-0.022546
ASC-11,538,-813.03,-813.01,964.7,-0.026447
ASC-11,540,681.86,-1052.34,1006.35,-0.020907
ASC-11,541,770.96,894.49,986.77,-0.012842
ASC-11,543,-711.2,133.34,1105.19,-0.026908
ASC-11,545,-208.22,-553.17,1256.79,-0.025725
ASC-11,547,-937.14,-453.76,989.2,-0.025712
ASC-11,548,-459.05,998.4,953.57,-0.017701
ASC-11,550,76.78,489.47,1267.65,-0.023029
ASC-11,551,149.01,-691.91,1246.53,-0.025407
ASC-11,552,-389.64,-834.53,1086.2,-0.026175
ASC-11,558,-913.03,-189.32,1023.2,-0.02584
ASC-11,559,-890.18,620.67,947.48,-0.02247
ASC-11,560,1045.07,481.58,1028.37,-0.01131
ASC-11,562,1013.36,-0.55,1114.85,-0.01669
ASC-11,563,886.53,49.49,1174.05,-0.015786
ASC-11,564,94.65,228.71,1426.13,-0.026619
ASC-11,567,749.59,890.34,992.88,-0.012867
ASC-11,569,-146.19,-783.23,1166.27,-0.026504
ASC-11,570,-171.34,-360.52,1354.61,-0.026796
ASC-11,571,856.56,-561.28,1120.68,-0.01877
ASC-11,573,-860.2,660.03,948.22,-0.023778
ASC-11,576,269.01,365.44,1333.64,-0.024135
ASC-11,578,645.16,1020.32,966.15,-0.014996
ASC-11,579,-453.85,-261.22,1236.31,-0.027887
ASC-11,580,-439.94,397.78,1168.26,-0.028431
ASC-11,582,11.97,14.51,1525.75,-0.027629
ASC-11,584,-30.0,-855.99,1149.35,-0.025265
ASC-11,585,-264.18,-720.55,1166.4,-0.02747
ASC-11,589,351.15,27.86,1483.27,-0.024849
ASC-11,590,410.23,174.54,1393.67,-0.023285
ASC-11,591,248.27,-384.24,1422.16,-0.026022
ASC-11,592,-813.75,359.03,1027.34,-0.026908
ASC-11,593,961.19,-525.31,1087.25,-0.018962
ASC-11,595,656.34,-665.5,1160.68,-0.023446
ASC-11,596,488.74,17.07,1401.09,-0.021828
ASC-11,599,-76.69,-517.39,1314.79,-0.025901
ASC-11,601,539.63,1014.75,984.11,-0.015977
ASC-11,602,-339.94,-1281.89,930.73,-0.022354
ASC-11,604,935.56,462.84,1073.65,-0.014377
ASC-11,605,3.12,-1.54,1526.29,-0.02779
ASC-11,607,-989.63,119.39,986.19,-0.02462
ASC-11,612,-905.28,192.37,1014.14,-0.02398
ASC-11,615,-805.94,31.66,1070.19,-0.026035
ASC-11,616,1113.51,449.27,1010.14,-0.011925
ASC-11,617,-40.42,-546.07,1308.41,-0.027149
ASC-11,619,-623.86,122.23,1147.73,-0.028139
ASC-11,620,868.82,876.63,970.14,-0.011484
ASC-11,621,840.42,1016.07,931.68,-0.012412
ASC-11,622,-82.73,31.9,1462.9,-0.02801
ASC-11,624,140.74,106.75,1511.87,-0.027028
ASC-11,625,814.18,-374.0,1185.15,-0.018608
ASC-11,627,759.0,783.65,1028.31,-0.013357
ASC-11,628,1226.86,182.92,1006.27,-0.012453
ASC-11,629,988.48,207.86,1105.53,-0.015363
ASC-11,630,208.83,688.58,1162.32,-0.020861
ASC-11,632,288.67,-1110.03,1035.9,-0.021
ASC-11,634,-321.02,685.23,1099.81,-0.026702
ASC-11,636,-368.14,-1086.89,996.3,-0.022493
ASC-11,638,-771.35,-574.85,1033.06,-0.025806
ASC-11,640,-236.57,186.38,1328.6,-0.028301
ASC-11,643,1378.49,110.54,951.75,-0.009992
ASC-11,645,281.19,-1002.06,1084.49,-0.021005
ASC-11,647,983.63,714.35,988.42,-0.010223
ASC-11,648,-321.9,-481.66,1242.23,-0.024899
ASC-11,649,1085.35,-963.67,934.96,-0.017301
ASC-11,650,20.08,351.44,1339.97,-0.026164
ASC-11,652,1101.41,-891.53,948.9,-0.016124
ASC-11,653,-1031.74,-179.26,974.44,-0.025083
ASC-11,656,-1042.54,207.15,958.23,-0.024954
ASC-11,658,-683.48,499.06,1046.64,-0.026724
ASC-11,659,377.82,-1104.84,1031.31,-0.019861
ASC-11,661,-342.03,-575.45,1199.85,-0.026877
ASC-11,663,-565.8,707.84,1025.0,-0.023341
ASC-11,665,112.53,-1245.38,982.5,-0.025296
ASC-11,666,588.63,-1050.73,1024.67,-0.020817
ASC-11,667,-280.56,-758.19,1146.0,-0.027962
ASC-11,671,197.89,861.48,1079.24,-0.017895
ASC-11,672,777.2,601.65,1086.83,-0.014498
ASC-11,673,1179.02,427.46,990.12,-0.012025
ASC-11,674,766.89,836.1,1007.97,-0.013593
ASC-11,675,739.2,459.0,1148.38,-0.017511
ASC-11,676,25.51,-726.5,1221.13,-0.025365
ASC-11,677,-797.84,395.6,1026.72,-0.026824
ASC-11,678,-133.84,431.51,1261.55,-0.026674
ASC-11,679,401.07,596.75,1187.5,-0.019155
ASC-12,1,10659.08,2429.92,253.46,0.000384
ASC-12,5,13393.97,479.81,250.89,0.000466
ASC-12,6,3413.75,-6427.88,276.54,0.000922
ASC-12,7,-14921.08,10406.94,250.05,0.003403
ASC-12,8,12312.22,-4746.38,251.01,0.000586
ASC-12,11,9409.83,10697.29,250.52,-0.001499
ASC-12,12,-12527.76,-11620.94,250.1,-0.002142
ASC-12,15,-2738.0,-6847.46,273.49,0.001298
ASC-12,16,532.49,-10344.86,254.65,0.002227
ASC-12,17,-11488.8,-6662.16,250.83,0.001684
ASC-12,19,-63.98,-8337.73,264.23,0.000305
ASC-12,20,-7551.62,944.11,268.69,0.000664
ASC-12,24,7114.51,7663.27,254.3,0.001353
ASC-12,26,-14096.18,1679.53,250.48,-0.001008
ASC-12,27,2969.33,-5649.8,293.64,-0.001297
ASC-12,30,-8306.96,9956.15,250.95,0.000256
ASC-12,32,6669.82,3541.11,272.22,0.003257
ASC-12,33,1582.57,5734.73,300.26,0.001205
ASC-12,34,1431.05,-6552.57,285.82,0.000883
ASC-12,35,-13453.84,-7342.99,250.27,0.00029
ASC-12,38,-12781.14,-14163.69,250.03,0.002264
ASC-12,39,13754.05,-1156.46,250.71,-0.001434
ASC-12,44,-11258.36,-10466.19,250.27,-0.001163
ASC-12,45,3137.4,-9470.63,255.87,0.002547
ASC-12,47,7324.4,-4333.02,263.61,-0.000476
ASC-12,48,1547.02,-11129.15,252.88,-0.002031
ASC-12,50,13371.38,-5010.67,250.55,-0.001609
ASC-12,51,11246.09,-12303.04,250.15,-0.00321
ASC-12,53,-6966.9,7696.68,254.01,0.000842
ASC-12,54,894.36,12257.57,251.46,-0.003326
ASC-12,55,4629.31,-4351.04,294.96,0.002694
ASC-12,59,-14950.06,13339.66,250.02,0.001481
ASC-12,60,-2435.11,-4966.51,314.91,-0.004898
ASC-12,67,-9383.13,3779.52,254.62,0.002048
ASC-12,70,-5380.79,7084.73,259.17,0.002256
ASC-12,71,4992.69,-12862.81,250.7,-0.002116
ASC-12,72,-2242.94,5683.75,293.69,-0.000714
ASC-12,73,-1172.24,-13283.67,250.88,-0.001099
ASC-12,77,9798.67,-10617.29,250.5,0.000918
ASC-12,79,-12568.14,10057.46,250.17,-0.000871
ASC-12,81,-4386.21,-5360.34,279.28,-0.001873
ASC-12,83,14636.83,10649.19,250.06,-0.000534
ASC-12,85,209.37,-13049.28,251.04,-0.002303
ASC-12,86,224.43,3858.54,406.92,-0.004439
ASC-12,87,12509.46,-8415.78,250.35,0.001295
ASC-12,88,-3745.71,-6140.44,275.58,-0.002919
ASC-12,89,8457.05,-13398.23,250.23,-0.001154
ASC-12,91,7120.29,9385.43,252.04,0.001161
ASC-12,92,-1330.66,2289.19,546.52,-0.002842
ASC-12,94,10119.03,-12763.51,250.18,0.002086
ASC-12,96,7895.02,3956.17,260.94,-0.001297
ASC-12,98,1029.43,3554.45,425.36,0.001739
ASC-12,100,-3753.68,9771.43,253.89,-0.002877
ASC-12,102,-3243.98,-10763.73,252.76,-0.002104
ASC-12,103,-9561.08,10483.56,250.48,0.002148
ASC-12,104,8632.14,5153.68,255.51,8.9e-05
ASC-12,106,2374.19,-774.95,633.62,-0.004521
ASC-12,108,4428.82,9077.38,255.1,-0.000333
ASC-12,110,-6486.01,-10388.54,251.54,-0.001675
ASC-12,111,6271.22,3622.27,276.31,0.002494
ASC-12,112,13812.38,-8821.42,250.17,-0.001059
ASC-12,114,8096.8,-8183.3,252.56,-0.001068
ASC-12,115,-5454.87,-3259.54,289.03,0.000429
ASC-12,116,-5600.83,-4414.79,275.62,-0.003427
ASC-12,117,-4271.59,6022.21,271.28,-0.002826
ASC-12,118,-635.82,3226.9,461.85,-0.001481
ASC-12,121,-9707.67,7600.51,251.35,0.000777
ASC-12,123,-7209.62,-13957.69,250.23,0.000445
ASC-12,124,4077.08,8813.77,256.32,0.000282
ASC-12,127,-1893.01,-6712.17,279.63,0.000332
ASC-12,130,-2585.13,-10677.63,253.2,0.001945
ASC-12,134,-7069.62,8498.81,252.76,0.001295
ASC-12,136,-9613.49,-2454.37,255.27,-0.00085
ASC-12,137,7527.16,7334.82,254.19,0.00238
ASC-12,138,12261.14,921.63,251.64,0.00107
ASC-12,139,8261.78,-12011.92,250.46,-0.002054
ASC-12,143,-2410.73,10733.4,252.92,-0.000593
ASC-12,144,-7264.79,-702.97,272.43,-0.002777
ASC-12,148,921.41,-51.35,1161.75,-0.013699
ASC-12,149,-6784.4,-7450.06,255.06,-0.001588
ASC-12,150,-11580.96,-2850.97,251.73,0.000703
ASC-12,151,11934.48,11198.04,250.16,0.004235
ASC-12,156,13022.66,12986.26,250.05,0.001012
ASC-12,157,-12129.37,13486.99,250.05,0.00012
ASC-12,158,4134.58,-4762.4,295.99,-0.002332
ASC-12,159,4560.34,-14863.35,250.27,-0.000386
ASC-12,160,790.13,-10171.0,255.09,0.001165
ASC-12,162,5769.49,-2639.51,295.32,0.002009
ASC-12,166,4097.19,12746.8,250.81,0.001336
ASC-12,167,-11520.12,-11816.09,250.14,0.00207
ASC-12,173,3199.12,-14784.55,250.33,-0.002676
ASC-12,175,-9146.6,431.98,257.94,-0.000909
ASC-12,176,2860.42,10452.43,253.33,-0.000194
ASC-12,177,3480.85,-9705.26,254.88,0.000473
ASC-12,178,-745.39,-3054.41,499.27,-0.009223
ASC-12,180,13447.92,-5592.98,250.47,-0.002828
ASC-12,183,-14975.49,1212.18,250.3,0.000851
ASC-12,187,-4865.41,401.1,335.21,-0.0021
ASC-12,193,984.08,-14882.39,250.37,0.001377
ASC-12,194,7137.69,12896.16,250.39,0.002823
ASC-12,195,3368.44,-3666.54,346.26,-0.001149
ASC-12,196,2395.81,6712.63,276.3,0.001919
ASC-12,197,9368.25,5005.51,254.04,-0.001457
ASC-12,198,13356.58,-6816.96,250.37,-0.001555
ASC-12,202,-6346.6,4615.84,266.3,-0.000621
ASC-12,203,9030.8,2297.35,258.47,0.000815
ASC-12,204,-5513.11,-877.21,308.38,-0.000486
ASC-12,205,7304.54,3947.51,264.63,0.004405
ASC-12,206,2771.68,-1457.08,520.17,-0.001031
ASC-12,207,14792.44,-13171.21,250.03,-0.000583
ASC-12,208,-11432.08,861.56,252.2,-0.001342
ASC-12,213,-7655.74,-11936.51,250.53,0.000852
ASC-12,214,-7117.76,5260.82,259.33,-0.00054
ASC-12,216,-479.95,2592.96,554.47,-0.004831
ASC-12,219,-12347.39,9010.22,250.26,0.001754
ASC-12,223,-206.61,-9332.42,258.17,0.000428
ASC-12,225,641.5,-4752.6,352.93,-0.004446
ASC-12,228,-7028.09,6508.96,256.24,-3.4e-05
ASC-12,230,49.12,-5093.19,336.36,-0.004647
ASC-12,231,6218.69,-10139.48,252.05,0.002818
ASC-12,233,606.27,-10596.49,254.04,0.000683
ASC-12,234,-1872.99,14742.88,250.34,0.000138
ASC-12,237,-7781.77,-12435.57,250.4,0.003702
ASC-12,240,11019.95,11822.96,250.18,0.001756
ASC-12,241,-4901.3,-9670.69,253.39,0.000242
ASC-12,242,565.35,2776.7,531.6,0.001141
ASC-12,245,10814.72,-5083.11,252.01,0.000943
ASC-12,248,-11066.16,-5259.26,251.46,-0.003509
ASC-12,251,-1431.22,1033.13,728.16,-0.012277
ASC-12,252,8031.95,11492.91,250.59,0.000219
ASC-12,253,-12282.12,-11217.62,250.13,0.001806
ASC-12,256,-412.89,-9301.03,258.26,-0.000272
ASC-12,257,-2668.32,1923.73,455.02,-0.004614
ASC-12,258,-10432.22,-14784.07,250.06,0.002955
ASC-12,259,92.72,-160.93,1574.97,-0.018667
ASC-12,260,4987.03,-2598.35,317.67,0.000323
ASC-12,261,11831.71,-14471.51,250.05,0.001657
ASC-12,263,-11121.62,-1377.89,252.56,0.001904
ASC-12,264,7708.35,487.53,270.77,0.002648
ASC-12,265,-5859.53,-5412.18,266.13,-0.004598
ASC-12,267,9030.99,7469.27,252.16,0.001613
ASC-12,268,13894.63,-11799.47,250.06,0.002623
ASC-12,270,-7116.72,-4268.31,263.26,-0.001586
ASC-12,273,-1931.03,5625.77,297.95,-0.003005
ASC-12,274,-1961.87,-2218.81,513.58,-0.007107
ASC-12,275,10162.73,7671.57,251.23,-0.000678
ASC-12,277,-11736.21,-14148.91,250.05,-0.001612
ASC-12,278,-12258.44,5225.13,250.78,0.001082
ASC-12,279,297.06,-3312.6,481.94,-0.00614
ASC-12,281,-4225.76,-14099.1,250.4,-0.00014
ASC-12,283,880.35,-1534.14,816.91,-0.009446
ASC-12,284,-3247.31,-13936.63,250.51,-0.001155
ASC-12,286,9536.37,9246.49,250.9,0.002085
ASC-12,287,10976.3,11587.23,250.2,0.002499
ASC-12,288,1940.61,4081.41,363.0,0.00112
ASC-12,289,-6349.46,6299.83,258.89,0.000416
ASC-12,290,14983.28,11546.71,250.04,0.003699
ASC-12,291,-11418.1,13130.23,250.08,-0.000277
ASC-12,292,11445.91,413.76,252.62,-0.000868
ASC-12,293,3820.02,-14000.5,250.47,-0.000412
ASC-12,295,2732.34,-13561.28,250.68,-0.003657
ASC-12,300,4062.92,4392.63,301.56,0.000233
ASC-12,301,-11106.05,7225.15,250.81,0.002638
ASC-12,306,1020.1,2106.98,628.65,0.000315
ASC-12,307,-3465.21,-7940.07,261.45,-0.000278
ASC-12,308,-2391.36,-4064.31,351.37,-0.00286
ASC-12,310,-12012.51,14662.05,250.03,-0.000829
ASC-12,312,-2371.65,2175.06,463.76,-0.006148
ASC-12,314,-11878.35,-8502.11,250.4,-0.000205
ASC-12,315,11370.01,-9995.63,250.34,-0.000528
ASC-12,318,12105.38,-3292.77,251.44,-0.001481
ASC-12,319,11342.29,-1567.78,252.64,0.001029
ASC-12,320,-1138.02,9060.97,258.3,0.002655
ASC-12,321,-6641.66,-2217.72,276.81,-0.002385
ASC-12,322,9768.11,594.17,256.6,0.001921
ASC-12,323,-14865.08,-620.85,250.33,-0.003356
ASC-12,325,13888.16,2750.5,250.58,-0.000583
ASC-12,326,-12557.42,-9913.39,250.19,0.003586
ASC-12,328,-6489.59,2329.15,277.67,0.002311
ASC-12,329,9377.25,5866.37,253.14,0.000866
ASC-12,330,10938.13,-11823.8,250.2,-0.000885
ASC-12,331,-9654.37,-4.74,256.03,0.00042
ASC-12,332,-4737.99,-11455.41,251.44,0.001625
ASC-12,333,13705.34,-4793.79,250.48,0.000312
ASC-12,334,8527.47,4675.41,256.64,-0.000855
ASC-12,336,-7968.52,-2385.73,262.88,-0.003967
ASC-12,337,6972.77,9904.37,251.69,0.001178
ASC-12,338,-13819.2,10690.07,250.08,0.001606
ASC-12,340,-7520.68,13154.94,250.29,0.000583
ASC-12,343,-14000.18,2998.48,250.45,-0.003216
ASC-12,344,14536.01,13280.81,250.03,-0.000151
ASC-12,346,8183.74,10214.08,250.99,0.002296
ASC-12,347,883.39,-4775.31,349.89,-0.004569
ASC-12,349,-1452.69,7322.79,270.83,0.001571
ASC-12,352,4055.07,-1936.39,376.73,-0.003492
ASC-12,354,12509.72,6647.96,250.56,0.001796
ASC-12,355,4042.25,2221.64,363.53,-0.000245
ASC-12,356,-14236.52,-11681.22,250.05,-0.001631
ASC-12,359,-7316.49,4705.99,260.15,0.001913
ASC-12,360,-11413.68,-1442.64,252.17,-0.000216
ASC-12,361,-6704.72,8927.74,252.6,0.000646
ASC-12,362,-459.28,6795.93,280.24,0.000505
ASC-12,364,-7697.39,11487.62,250.59,0.000354
ASC-12,367,5959.06,14456.34,250.23,-0.00174
ASC-12,368,14928.79,-14327.35,250.02,-0.000175
ASC-12,369,4019.46,7796.96,260.68,0.000229
ASC-12,371,-10460.93,1771.88,253.53,-0.00143
ASC-12,372,-6000.49,-12597.48,250.6,0.001516
ASC-12,373,13219.4,4486.98,250.64,0.000201
ASC-12,375,4523.06,7433.7,261.18,0.000478
ASC-12,376,-2849.95,6272.3,278.26,0.000999
ASC-12,377,-7637.14,11659.68,250.56,0.004557
ASC-12,380,8117.15,830.32,266.27,0.002055
ASC-12,381,-8499.52,9573.06,251.04,-0.000424
ASC-12,384,-8322.34,9500.29,251.15,0.001512
ASC-12,386,682.86,-13434.14,250.83,0.000887
ASC-12,388,3581.19,10454.4,252.97,0.000924
ASC-12,391,-12304.71,5200.82,250.76,0.000593
ASC-12,392,13348.07,-13438.15,250.04,-0.002639
ASC-12,393,-3373.16,10322.38,253.14,-0.000796
ASC-12,394,-9687.26,8568.36,250.97,-0.000983
ASC-12,396,-13327.97,-1011.12,250.77,0.000687
ASC-12,397,-6526.48,-2455.44,277.31,-0.001332
ASC-12,398,-920.53,7323.16,271.95,0.000542
ASC-12,399,-11829.11,-14192.24,250.05,-0.000436
ASC-12,400,13999.04,-4659.07,250.42,0.001564
ASC-12,403,-5477.1,-12857.27,250.6,-0.000584
ASC-12,404,12142.62,9089.79,250.32,0.002771
ASC-12,406,-522.52,-14933.0,250.36,-0.000843
ASC-12,408,4761.9,1037.13,350.28,-0.001675
ASC-12,411,-1085.14,8219.46,263.23,0.00244
ASC-12,412,6870.49,2052.75,277.86,0.002788
ASC-12,414,-12053.37,5687.81,250.78,0.000258
ASC-12,415,12402.89,-12554.95,250.08,-0.001277
ASC-12,417,12208.76,9788.74,250.24,-3.6e-05
ASC-12,418,-2411.83,-6701.8,277.11,0.000987
ASC-12,419,12213.29,-14735.74,250.04,0.002206
ASC-12,420,10291.42,1159.96,254.8,-0.0008
ASC-12,421,-13884.89,1786.2,250.54,0.000625
ASC-12,422,11617.32,-5281.38,251.28,0.003588
ASC-12,424,2436.86,-14223.95,250.49,0.00031
ASC-12,426,3957.1,-12112.31,251.26,-0.000126
ASC-12,428,10958.29,-7442.38,250.98,0.000801
ASC-12,429,-3211.36,3474.93,342.41,-0.003004
ASC-12,430,-13117.79,-8270.01,250.24,-5.8e-05
ASC-12,432,-3976.73,196.96,390.67,-0.004787
ASC-12,433,-5162.98,-7517.3,258.73,6.5e-05
ASC-12,434,5170.85,4621.76,280.65,0.001964
ASC-12,438,11124.3,-64.33,253.15,0.000228
ASC-12,439,9003.02,-715.43,260.11,0.002027
ASC-12,440,-511.93,2104.14,643.99,-0.005083
ASC-12,443,-14034.75,-9308.78,250.12,-0.002676
ASC-12,444,8848.2,8164.07,251.8,-0.00016
ASC-12,447,-13220.53,3274.3,250.66,0.001283
ASC-12,448,-7653.17,4081.53,260.29,0.002732
ASC-12,449,-2138.05,-4122.89,356.0,-0.003244
ASC-12,450,-3695.76,6166.9,273.78,-0.001469
ASC-12,454,3343.37,7647.28,263.45,0.000272
ASC-12,455,1881.29,-11455.43,252.34,-0.00158
ASC-12,456,658.74,4443.6,361.64,-9.4e-05
ASC-12,457,-9555.05,1959.66,255.67,-0.001812
ASC-12,459,6534.64,-5172.61,264.99,0.002429
ASC-12,463,-46.64,161.48,1427.58,-0.019435
ASC-12,464,-145.58,-911.49,1107.46,-0.015659
ASC-12,465,101.79,-405.61,1416.03,-0.016099
ASC-12,466,-268.39,-355.2,1309.99,-0.019322
ASC-12,467,253.69,-695.66,1239.67,-0.014482
ASC-12,468,-702.05,274.47,1088.43,-0.01747
ASC-12,469,1048.6,-404.67,1073.38,-0.009871
ASC-12,470,-372.12,-723.9,1133.31,-0.018867
ASC-12,473,-86.68,-1045.57,1055.87,-0.017128
ASC-12,474,260.42,-38.29,1561.14,-0.01653
ASC-12,475,-958.05,-346.16,993.32,-0.01853
ASC-12,477,-719.19,341.79,1068.52,-0.018497
ASC-12,479,403.69,-462.88,1334.7,-0.013781
ASC-12,480,-797.71,-430.55,1048.6,-0.018071
ASC-12,481,-680.64,-41.03,1132.06,-0.018439
ASC-12,482,-483.56,-1025.64,993.87,-0.013628
ASC-12,483,-17.71,-1075.0,1049.23,-0.01545
ASC-12,486,-618.55,870.72,959.85,-0.011878
ASC-12,488,111.67,-685.96,1249.16,-0.016549
ASC-12,489,-124.15,-382.91,1365.72,-0.01808
ASC-12,492,-820.59,347.24,1026.72,-0.01774
ASC-12,494,1424.76,-123.2,939.26,-0.009546
ASC-12,495,-331.31,-1083.36,1004.45,-0.012892
ASC-12,496,-508.89,-396.89,1182.66,-0.01939
ASC-12,503,-559.72,-408.3,1156.69,-0.019815
ASC-12,504,576.83,-1254.45,949.24,-0.013921
ASC-12,506,-605.78,37.47,1165.35,-0.018399
ASC-12,507,401.52,-602.64,1264.34,-0.011963
ASC-12,510,-362.75,-298.02,1277.3,-0.019622
ASC-12,512,-515.5,-387.66,1181.6,-0.019629
ASC-12,513,-431.09,975.38,966.88,-0.012253
ASC-12,516,599.76,-859.95,1098.98,-0.013319
