station_id,day,east_disp_m,north_disp_m,vertical_disp_m,east_sigma_m,north_sigma_m,vertical_sigma_m
GNSS-03,104,0.000285,0.001053,-0.010294,0.004,0.004,0.009
GNSS-03,105,0.000371,0.006076,-0.009908,0.004,0.004,0.009
GNSS-03,106,0.002131,0.002498,-0.000129,0.004,0.004,0.009
GNSS-03,107,-0.005316,0.013596,-0.012718,0.004,0.004,0.009
GNSS-03,108,-0.001533,0.009893,-0.01051,0.004,0.004,0.009
GNSS-03,109,-0.001086,0.013254,-0.015115,0.004,0.004,0.009
GNSS-03,110,0.002221,0.005889,-0.005506,0.004,0.004,0.009
GNSS-03,111,-0.007043,0.001436,-0.009666,0.004,0.004,0.009
GNSS-03,112,-0.015148,0.010087,-0.008351,0.004,0.004,0.009
GNSS-03,113,0.003656,0.002889,-0.015121,0.004,0.004,0.009
GNSS-03,114,-0.003303,0.006769,-0.011857,0.004,0.004,0.009
GNSS-03,115,0.00164,0.004972,0.008132,0.004,0.004,0.009
GNSS-03,116,0.004677,0.006164,-0.010075,0.004,0.004,0.009
GNSS-03,117,0.002181,0.003106,-0.029515,0.004,0.004,0.009
GNSS-03,118,-0.003427,0.00905,-0.011363,0.004,0.004,0.009
GNSS-03,119,0.00144,0.009568,-0.030571,0.004,0.004,0.009
GNSS-03,120,0.004594,0.003266,-0.009262,0.004,0.004,0.009
GNSS-03,121,-0.001505,0.013039,-0.008699,0.004,0.004,0.009
GNSS-03,122,-0.004591,0.005949,-0.015931,0.004,0.004,0.009
GNSS-03,123,-0.000334,0.008184,0.003283,0.004,0.004,0.009
GNSS-03,124,0.005367,0.005973,-0.024665,0.004,0.004,0.009
GNSS-03,125,-0.004049,0.009095,-0.01602,0.004,0.004,0.009
GNSS-03,126,-0.005759,0.003472,-0.00264,0.004,0.004,0.009
GNSS-03,127,-0.002486,0.006712,-0.027294,0.004,0.004,0.009
GNSS-03,128,-0.004926,0.004077,-0.004593,0.004,0.004,0.009
GNSS-03,129,-0.003743,0.008467,-0.011766,0.004,0.004,0.009
GNSS-03,130,0.003055,0.010929,-0.007608,0.004,0.004,0.009
GNSS-03,131,-0.000597,0.014861,-0.02141,0.004,0.004,0.009
GNSS-03,132,0.003763,-0.001139,-0.005657,0.004,0.004,0.009
GNSS-03,133,-0.000604,0.014164,-0.013207,0.004,0.004,0.009
GNSS-03,134,0.000966,0.01295,-0.015007,0.004,0.004,0.009
GNSS-03,135,-0.005337,0.010018,-0.027359,0.004,0.004,0.009
GNSS-03,136,0.004288,0.014148,-0.016577,0.004,0.004,0.009
GNSS-03,137,-0.004617,0.003697,-0.011223,0.004,0.004,0.009
GNSS-03,138,-0.004775,0.003787,-0.013642,0.004,0.004,0.009
GNSS-03,139,0.001149,0.010961,-0.010074,0.004,0.004,0.009
GNSS-03,140,0.005213,0.009115,-0.004029,0.004,0.004,0.009
GNSS-03,141,-0.004539,0.007301,-0.019781,0.004,0.004,0.009
GNSS-03,142,0.001586,0.010305,-0.015289,0.004,0.004,0.009
GNSS-03,143,0.000254,0.006637,-0.005268,0.004,0.004,0.009
GNSS-03,144,-0.014444,0.011287,-0.006688,0.004,0.004,0.009
GNSS-03,145,-0.002187,0.009726,-0.012389,0.004,0.004,0.009
GNSS-03,146,0.002834,0.014012,-0.009419,0.004,0.004,0.009
GNSS-03,147,0.002084,0.005643,-0.006577,0.004,0.004,0.009
GNSS-03,148,-0.004124,0.011642,0.010147,0.004,0.004,0.009
GNSS-03,149,0.00277,0.013098,0.006389,0.004,0.004,0.009
GNSS-03,150,0.002153,0.01183,0.003582,0.004,0.004,0.009
GNSS-03,151,-0.000999,0.013094,-0.008686,0.004,0.004,0.009
GNSS-03,152,-0.006807,0.02133,-0.016497,0.004,0.004,0.009
GNSS-03,153,0.010237,0.009752,0.005523,0.004,0.004,0.009
GNSS-03,154,-0.005899,0.007235,-0.005828,0.004,0.004,0.009
GNSS-03,155,0.005919,0.003716,-0.01321,0.004,0.004,0.009
GNSS-03,156,-0.002767,0.00696,-0.012341,0.004,0.004,0.009
GNSS-03,157,0.000439,0.00204,-0.028314,0.004,0.004,0.009
GNSS-03,158,0.00471,0.006505,-0.029571,0.004,0.004,0.009
GNSS-03,159,0.00045,0.011409,0.011522,0.004,0.004,0.009
GNSS-03,160,0.00296,0.011626,-0.019021,0.004,0.004,0.009
GNSS-03,161,0.000132,0.005691,0.009831,0.004,0.004,0.009
GNSS-03,162,-0.008886,0.01445,-0.02812,0.004,0.004,0.009
GNSS-03,163,0.00137,0.012597,-0.021124,0.004,0.004,0.009
GNSS-03,164,-0.004021,0.00727,-0.008495,0.004,0.004,0.009
GNSS-03,165,-0.00414,0.00175,-0.033233,0.004,0.004,0.009
GNSS-03,166,-0.002744,0.013343,-0.019985,0.004,0.004,0.009
GNSS-03,167,-0.004175,0.012822,-0.004993,0.004,0.004,0.009
GNSS-03,168,-0.003791,0.013997,-0.030955,0.004,0.004,0.009
GNSS-03,169,0.001526,0.011616,-0.000257,0.004,0.004,0.009
GNSS-03,170,-0.010864,0.010323,-0.01538,0.004,0.004,0.009
GNSS-03,171,0.003568,0.017644,0.005391,0.004,0.004,0.009
GNSS-03,172,-0.003522,0.026542,0.007184,0.004,0.004,0.009
GNSS-03,173,0.003265,0.007479,-0.000969,0.004,0.004,0.009
GNSS-03,174,0.004167,0.02078,0.007292,0.004,0.004,0.009
GNSS-03,175,-0.009169,0.011353,-0.004547,0.004,0.004,0.009
GNSS-03,176,-0.00735,0.007202,-0.000112,0.004,0.004,0.009
GNSS-03,177,-0.001389,0.022007,0.003177,0.004,0.004,0.009
GNSS-03,178,0.004348,0.013761,-0.005911,0.004,0.004,0.009
GNSS-03,179,-0.001624,0.016392,-0.003662,0.004,0.004,0.009
GNSS-03,180,0.010824,0.01991,-0.020778,0.004,0.004,0.009
GNSS-03,181,-0.005041,0.014576,-0.015802,0.004,0.004,0.009
GNSS-03,182,0.000258,0.019082,0.005936,0.004,0.004,0.009
GNSS-03,183,-0.004693,0.010183,-0.005415,0.004,0.004,0.009
GNSS-03,184,-0.012363,0.020221,-0.007506,0.004,0.004,0.009
GNSS-03,185,-0.004584,0.01321,-0.003463,0.004,0.004,0.009
GNSS-03,186,-7.9e-05,0.014917,0.011035,0.004,0.004,0.009
GNSS-03,187,-2.2e-05,0.017903,-0.005294,0.004,0.004,0.009
GNSS-03,188,-0.002885,0.016699,0.000622,0.004,0.004,0.009
GNSS-03,189,-0.001631,0.01059,-0.007627,0.004,0.004,0.009
GNSS-03,190,0.000808,0.01865,-0.014644,0.004,0.004,0.009
GNSS-03,191,-0.005602,0.013339,0.000417,0.004,0.004,0.009
GNSS-03,192,-0.004688,0.012992,0.015123,0.004,0.004,0.009
GNSS-03,193,0.002046,0.011902,-0.007445,0.004,0.004,0.009
GNSS-03,194,0.00013,0.01645,0.016088,0.004,0.004,0.009
GNSS-03,195,-0.000231,0.021428,-0.004994,0.004,0.004,0.009
GNSS-03,196,-0.001264,0.025849,-0.001041,0.004,0.004,0.009
GNSS-03,197,-0.002632,0.026222,0.005602,0.004,0.004,0.009
GNSS-03,198,0.001243,0.014687,-0.012396,0.004,0.004,0.009
GNSS-03,199,0.001099,0.016954,-0.012931,0.004,0.004,0.009
GNSS-03,200,-0.00589,0.016865,-0.0023,0.004,0.004,0.009
GNSS-03,201,-0.002494,0.024459,0.010788,0.004,0.004,0.009
GNSS-03,202,-0.002972,0.017766,-0.006379,0.004,0.004,0.009
GNSS-03,203,0.010456,0.019629,0.002133,0.004,0.004,0.009
GNSS-03,204,-0.001781,0.022958,0.002468,0.004,0.004,0.009
GNSS-03,205,0.002036,0.018527,0.002425,0.004,0.004,0.009
GNSS-03,206,0.002949,0.020931,0.005377,0.004,0.004,0.009
GNSS-03,207,-0.006671,0.014341,0.004771,0.004,0.004,0.009
GNSS-03,208,0.001294,0.012636,0.012215,0.004,0.004,0.009
GNSS-03,209,-0.006405,0.014608,0.004788,0.004,0.004,0.009
GNSS-03,210,-0.004333,0.014326,0.005342,0.004,0.004,0.009
GNSS-03,211,-0.002422,0.023816,-0.007935,0.004,0.004,0.009
GNSS-03,212,-0.003575,0.016901,0.002968,0.004,0.004,0.009
GNSS-03,213,0.005717,0.022365,0.019147,0.004,0.004,0.009
GNSS-03,214,-0.012467,0.027657,-0.005262,0.004,0.004,0.009
GNSS-03,215,-0.004162,0.018895,0.035959,0.004,0.004,0.009
GNSS-03,216,0.008813,0.027565,0.012374,0.004,0.004,0.009
GNSS-03,217,-0.010517,0.019462,0.010316,0.004,0.004,0.009
GNSS-03,218,0.000885,0.026105,0.001441,0.004,0.004,0.009
GNSS-03,219,-0.002357,0.018889,0.023888,0.004,0.004,0.009
GNSS-03,220,0.004274,0.023519,0.008242,0.004,0.004,0.009
GNSS-03,221,-0.006147,0.018905,0.010363,0.004,0.004,0.009
GNSS-03,222,0.005767,0.019966,0.006953,0.004,0.004,0.009
GNSS-03,223,-0.006623,0.02043,0.004452,0.004,0.004,0.009
GNSS-03,224,-0.009265,0.020317,0.015542,0.004,0.004,0.009
GNSS-03,225,-0.003662,0.027468,0.010031,0.004,0.004,0.009
GNSS-03,226,-0.002963,0.029032,0.017155,0.004,0.004,0.009
GNSS-03,227,-0.001105,0.027062,0.009479,0.004,0.004,0.009
GNSS-03,228,0.00059,0.021949,-0.007331,0.004,0.004,0.009
GNSS-03,229,0.003063,0.02341,0.022871,0.004,0.004,0.009
GNSS-03,230,-0.009746,0.013814,0.018446,0.004,0.004,0.009
GNSS-03,231,0.000411,0.018938,0.026353,0.004,0.004,0.009
GNSS-03,232,-0.007778,0.023463,0.017922,0.004,0.004,0.009
GNSS-03,233,-0.000226,0.019819,0.028414,0.004,0.004,0.009
GNSS-03,234,-0.004827,0.027155,0.020477,0.004,0.004,0.009
GNSS-03,235,-0.011265,0.024334,0.011983,0.004,0.004,0.009
GNSS-03,236,-0.007915,0.0209,0.012283,0.004,0.004,0.009
GNSS-03,237,0.001675,0.025754,0.026424,0.004,0.004,0.009
GNSS-03,238,-0.003777,0.019953,0.029591,0.004,0.004,0.009
GNSS-03,239,0.005781,0.029381,0.020234,0.004,0.004,0.009
GNSS-03,240,-0.000434,0.021984,0.034183,0.004,0.004,0.009
GNSS-03,241,0.000387,0.02639,0.005231,0.004,0.004,0.009
GNSS-03,242,-0.005751,0.027516,0.027838,0.004,0.004,0.009
GNSS-03,243,-0.002524,0.026663,0.029178,0.004,0.004,0.009
GNSS-03,244,-0.011351,0.02703,0.026319,0.004,0.004,0.009
GNSS-03,245,-0.009845,0.027185,0.023482,0.004,0.004,0.009
GNSS-03,246,-0.003762,0.023426,0.02853,0.004,0.004,0.009
GNSS-03,247,0.003859,0.026575,0.012271,0.004,0.004,0.009
GNSS-03,248,-0.001054,0.025629,0.017332,0.004,0.004,0.009
GNSS-03,249,-0.003562,0.032466,0.003087,0.004,0.004,0.009
GNSS-03,250,-0.009274,0.018321,0.026476,0.004,0.004,0.009
GNSS-03,251,-0.000593,0.0184,0.014051,0.004,0.004,0.009
GNSS-03,252,-0.007823,0.027504,0.019046,0.004,0.004,0.009
GNSS-03,253,-0.00607,0.02485,0.020507,0.004,0.004,0.009
GNSS-03,254,-0.005645,0.028717,0.025686,0.004,0.004,0.009
GNSS-03,255,0.001329,0.021605,0.028347,0.004,0.004,0.009
GNSS-03,256,-0.009502,0.035655,0.053138,0.004,0.004,0.009
GNSS-03,257,0.001737,0.027497,0.032113,0.004,0.004,0.009
GNSS-03,258,-0.006726,0.027875,0.025855,0.004,0.004,0.009
GNSS-03,259,-0.006555,0.023537,0.010944,0.004,0.004,0.009
GNSS-03,260,-0.004214,0.028759,0.018482,0.004,0.004,0.009
GNSS-03,261,-0.013246,0.028046,0.024399,0.004,0.004,0.009
GNSS-03,262,-0.010496,0.038674,0.028649,0.004,0.004,0.009
GNSS-03,263,-0.010122,0.024585,0.026707,0.004,0.004,0.009
GNSS-03,264,-0.00388,0.02788,0.035728,0.004,0.004,0.009
GNSS-03,265,-0.008275,0.034435,0.02987,0.004,0.004,0.009
GNSS-03,266,-0.006347,0.034772,0.046947,0.004,0.004,0.009
GNSS-03,267,-0.005779,0.033862,0.037925,0.004,0.004,0.009
GNSS-03,268,-0.004906,0.019515,0.04551,0.004,0.004,0.009
GNSS-03,269,0.004703,0.029129,0.038117,0.004,0.004,0.009
GNSS-03,270,-0.00212,0.027819,0.04091,0.004,0.004,0.009
GNSS-03,271,-0.006997,0.034304,0.045771,0.004,0.004,0.009
GNSS-03,272,0.001286,0.034394,0.045744,0.004,0.004,0.009
GNSS-03,273,-0.008405,0.026257,0.038268,0.004,0.004,0.009
GNSS-03,274,-0.000145,0.028054,0.044349,0.004,0.004,0.009
GNSS-03,275,0.001656,0.029445,0.046146,0.004,0.004,0.009
GNSS-03,276,-0.004607,0.031173,0.015567,0.004,0.004,0.009
GNSS-03,277,0.001992,0.039222,0.013954,0.004,0.004,0.009
GNSS-03,278,-0.001289,0.023798,0.027209,0.004,0.004,0.009
GNSS-03,279,-0.006605,0.030959,0.042404,0.004,0.004,0.009
GNSS-03,280,-0.008857,0.026082,0.034142,0.004,0.004,0.009
GNSS-03,281,0.002358,0.036037,0.049839,0.004,0.004,0.009
GNSS-03,282,-0.001031,0.042489,0.025504,0.004,0.004,0.009
GNSS-03,283,0.001554,0.035477,0.048915,0.004,0.004,0.009
GNSS-03,284,-0.00646,0.032005,0.054262,0.004,0.004,0.009
GNSS-03,285,0.002823,0.031531,0.035292,0.004,0.004,0.009
GNSS-03,286,-0.011048,0.035123,0.02504,0.004,0.004,0.009
GNSS-03,287,0.001289,0.020738,0.037381,0.004,0.004,0.009
GNSS-03,288,-0.005782,0.024929,0.048793,0.004,0.004,0.009
GNSS-03,289,-0.000485,0.027631,0.04958,0.004,0.004,0.009
GNSS-03,290,-0.007277,0.035551,0.046805,0.004,0.004,0.009
GNSS-03,291,-0.007819,0.03806,0.056592,0.004,0.004,0.009
GNSS-03,292,-0.002039,0.032878,0.036767,0.004,0.004,0.009
GNSS-03,293,-0.008991,0.031369,0.054274,0.004,0.004,0.009
GNSS-03,294,-0.004602,0.037053,0.047194,0.004,0.004,0.009
GNSS-03,295,-0.006795,0.030679,0.026914,0.004,0.004,0.009
GNSS-03,296,-0.004259,0.031555,0.046909,0.004,0.004,0.009
GNSS-03,297,-0.003847,0.04093,0.039454,0.004,0.004,0.009
GNSS-03,298,-0.007607,0.036894,0.047223,0.004,0.004,0.009
GNSS-03,299,-0.007812,0.037292,0.03701,0.004,0.004,0.009
GNSS-03,300,0.000774,0.03332,0.042055,0.004,0.004,0.009
GNSS-03,301,-0.007315,0.033607,0.049867,0.004,0.004,0.009
GNSS-03,302,0.00109,0.03024,0.049531,0.004,0.004,0.009
GNSS-03,303,-0.006383,0.038545,0.031428,0.004,0.004,0.009
GNSS-03,304,0.000744,0.034316,0.04283,0.004,0.004,0.009
GNSS-03,305,-0.007034,0.030302,0.059001,0.004,0.004,0.009
GNSS-03,306,-0.003806,0.03723,0.051065,0.004,0.004,0.009
GNSS-03,307,-0.005187,0.036496,0.056351,0.004,0.004,0.009
GNSS-03,308,-0.0052,0.036161,0.053878,0.004,0.004,0.009
GNSS-03,309,-0.006552,0.039796,0.050593,0.004,0.004,0.009
GNSS-03,310,-0.007721,0.040882,0.058997,0.004,0.004,0.009
GNSS-03,311,-0.014069,0.033296,0.053802,0.004,0.004,0.009
GNSS-03,312,-0.001697,0.031111,0.057015,0.004,0.004,0.009
GNSS-03,313,-0.005043,0.028194,0.053158,0.004,0.004,0.009
GNSS-03,314,-0.008595,0.040196,0.06547,0.004,0.004,0.009
GNSS-03,315,-0.000575,0.036316,0.065706,0.004,0.004,0.009
GNSS-03,316,-0.007315,0.03563,0.056585,0.004,0.004,0.009
GNSS-03,317,0.000214,0.034302,0.061805,0.004,0.004,0.009
GNSS-03,318,-0.010563,0.032981,0.046794,0.004,0.004,0.009
GNSS-03,319,-0.004789,0.037653,0.065313,0.004,0.004,0.009
GNSS-03,320,-0.003974,0.037504,0.060907,0.004,0.004,0.009
GNSS-03,321,-0.005905,0.037424,0.061265,0.004,0.004,0.009
GNSS-03,322,0.002556,0.035536,0.060636,0.004,0.004,0.009
GNSS-03,323,0.000169,0.034623,0.053768,0.004,0.004,0.009
GNSS-03,324,-0.00405,0.040429,0.060908,0.004,0.004,0.009
GNSS-03,325,0.00378,0.033992,0.087402,0.004,0.004,0.009
GNSS-03,326,-0.008669,0.040559,0.063657,0.004,0.004,0.009
GNSS-03,327,-0.006731,0.034552,0.06351,0.004,0.004,0.009
GNSS-03,328,-0.005791,0.034138,0.049277,0.004,0.004,0.009
GNSS-03,329,-0.006087,0.037786,0.061668,0.004,0.004,0.009
GNSS-03,330,-0.006878,0.042609,0.057242,0.004,0.004,0.009
GNSS-04,140,0.018063,-0.009184,0.034272,0.0025,0.0025,0.006
GNSS-04,141,0.015419,-0.013049,0.044145,0.0025,0.0025,0.006
GNSS-04,142,0.02072,-0.012601,0.050205,0.0025,0.0025,0.006
GNSS-04,143,0.017989,-0.011558,0.034142,0.0025,0.0025,0.006
GNSS-04,144,0.019127,-0.018748,0.038097,0.0025,0.0025,0.006
GNSS-04,145,0.017524,-0.014599,0.033019,0.0025,0.0025,0.006
GNSS-04,146,0.023093,-0.012617,0.042324,0.0025,0.0025,0.006
GNSS-04,147,0.017285,-0.013796,0.046133,0.0025,0.0025,0.006
GNSS-04,148,0.019353,-0.014859,0.048271,0.0025,0.0025,0.006
GNSS-04,149,0.019792,-0.007844,0.034482,0.0025,0.0025,0.006
GNSS-04,150,0.022238,-0.011895,0.04836,0.0025,0.0025,0.006
GNSS-04,151,0.021987,-0.009668,0.05193,0.0025,0.0025,0.006
GNSS-04,152,0.019724,-0.012466,0.049247,0.0025,0.0025,0.006
GNSS-04,153,0.02219,-0.013433,0.046175,0.0025,0.0025,0.006
GNSS-04,154,0.021819,-0.015946,0.049685,0.0025,0.0025,0.006
GNSS-04,155,0.020337,-0.018096,0.038484,0.0025,0.0025,0.006
GNSS-04,156,0.017067,-0.017253,0.047649,0.0025,0.0025,0.006
GNSS-04,157,0.023704,-0.017181,0.049356,0.0025,0.0025,0.006
GNSS-04,158,0.021673,-0.012749,0.050002,0.0025,0.0025,0.006
GNSS-04,159,0.023382,-0.016182,0.043852,0.0025,0.0025,0.006
GNSS-04,160,0.021674,-0.014811,0.046539,0.0025,0.0025,0.006
GNSS-04,161,0.022836,-0.010934,0.046335,0.0025,0.0025,0.006
GNSS-04,162,0.022373,-0.013348,0.044149,0.0025,0.0025,0.006
GNSS-04,163,0.030549,-0.015505,0.037478,0.0025,0.0025,0.006
GNSS-04,164,0.024191,-0.010479,0.043691,0.0025,0.0025,0.006
GNSS-04,165,0.021633,-0.017135,0.042108,0.0025,0.0025,0.006
GNSS-04,166,0.024312,-0.016649,0.03666,0.0025,0.0025,0.006
GNSS-04,167,0.017261,-0.010986,0.049258,0.0025,0.0025,0.006
GNSS-04,168,0.020503,-0.018987,0.04327,0.0025,0.0025,0.006
GNSS-04,169,0.02491,-0.01925,0.05651,0.0025,0.0025,0.006
GNSS-04,170,0.019964,-0.015096,0.055939,0.0025,0.0025,0.006
GNSS-04,171,0.025436,-0.017198,0.053487,0.0025,0.0025,0.006
GNSS-04,172,0.024541,-0.014465,0.037412,0.0025,0.0025,0.006
GNSS-04,173,0.023494,-0.018183,0.051658,0.0025,0.0025,0.006
GNSS-04,174,0.022925,-0.016893,0.054618,0.0025,0.0025,0.006
GNSS-04,175,0.022367,-0.021977,0.051971,0.0025,0.0025,0.006
GNSS-04,176,0.023158,-0.017735,0.058114,0.0025,0.0025,0.006
GNSS-04,177,0.025721,-0.013492,0.056481,0.0025,0.0025,0.006
GNSS-04,178,0.029017,-0.018979,0.06314,0.0025,0.0025,0.006
GNSS-04,179,0.025499,-0.016091,0.05325,0.0025,0.0025,0.006
GNSS-04,180,0.02892,-0.018333,0.059629,0.0025,0.0025,0.006
GNSS-04,181,0.026196,-0.01975,0.065033,0.0025,0.0025,0.006
GNSS-04,182,0.030564,-0.017602,0.057855,0.0025,0.0025,0.006
GNSS-04,183,0.029449,-0.024174,0.051126,0.0025,0.0025,0.006
GNSS-04,184,0.026779,-0.017784,0.050904,0.0025,0.0025,0.006
GNSS-04,185,0.031735,-0.020063,0.054661,0.0025,0.0025,0.006
GNSS-04,186,0.030162,-0.021523,0.051442,0.0025,0.0025,0.006
GNSS-04,187,0.028973,-0.023282,0.055264,0.0025,0.0025,0.006
GNSS-04,188,0.031904,-0.018551,0.069089,0.0025,0.0025,0.006
GNSS-04,189,0.031629,-0.022698,0.061878,0.0025,0.0025,0.006
GNSS-04,190,0.034313,-0.020604,0.069774,0.0025,0.0025,0.006
GNSS-04,191,0.031151,-0.023132,0.059584,0.0025,0.0025,0.006
GNSS-04,192,0.028585,-0.025584,0.071254,0.0025,0.0025,0.006
GNSS-04,193,0.034949,-0.022715,0.06025,0.0025,0.0025,0.006
GNSS-04,194,0.03031,-0.0262,0.074352,0.0025,0.0025,0.006
GNSS-04,195,0.031088,-0.020896,0.060929,0.0025,0.0025,0.006
GNSS-04,196,0.031821,-0.019352,0.056644,0.0025,0.0025,0.006
GNSS-04,197,0.03059,-0.022418,0.061281,0.0025,0.0025,0.006
GNSS-04,198,0.030839,-0.021387,0.061944,0.0025,0.0025,0.006
GNSS-04,199,0.029714,-0.024051,0.076253,0.0025,0.0025,0.006
GNSS-04,200,0.032191,-0.021316,0.061092,0.0025,0.0025,0.006
GNSS-04,201,0.028091,-0.020482,0.075812,0.0025,0.0025,0.006
GNSS-04,202,0.029243,-0.02289,0.056375,0.0025,0.0025,0.006
GNSS-04,203,0.037244,-0.02028,0.06581,0.0025,0.0025,0.006
GNSS-04,204,0.033882,-0.025956,0.070516,0.0025,0.0025,0.006
GNSS-04,205,0.036723,-0.022127,0.061924,0.0025,0.0025,0.006
GNSS-04,206,0.039816,-0.019932,0.065431,0.0025,0.0025,0.006
GNSS-04,207,0.035,-0.025401,0.080658,0.0025,0.0025,0.006
GNSS-04,208,0.036829,-0.020231,0.085734,0.0025,0.0025,0.006
GNSS-04,209,0.032848,-0.026902,0.082361,0.0025,0.0025,0.006
GNSS-04,210,0.033545,-0.025424,0.068744,0.0025,0.0025,0.006
GNSS-04,211,0.036663,-0.023576,0.064044,0.0025,0.0025,0.006
GNSS-04,212,0.037348,-0.026665,0.068495,0.0025,0.0025,0.006
GNSS-04,213,0.039795,-0.022675,0.072158,0.0025,0.0025,0.006
GNSS-04,214,0.033659,-0.024951,0.074664,0.0025,0.0025,0.006
GNSS-04,215,0.039304,-0.024707,0.081732,0.0025,0.0025,0.006
GNSS-04,216,0.039203,-0.022141,0.06687,0.0025,0.0025,0.006
GNSS-04,217,0.038733,-0.020543,0.08754,0.0025,0.0025,0.006
GNSS-04,218,0.035792,-0.022626,0.07663,0.0025,0.0025,0.006
GNSS-04,219,0.036847,-0.026061,0.077288,0.0025,0.0025,0.006
GNSS-04,220,0.041269,-0.031732,0.071602,0.0025,0.0025,0.006
GNSS-04,221,0.033219,-0.024729,0.065045,0.0025,0.0025,0.006
GNSS-04,222,0.042734,-0.020922,0.068035,0.0025,0.0025,0.006
GNSS-04,223,0.035675,-0.025687,0.085183,0.0025,0.0025,0.006
GNSS-04,224,0.040092,-0.024954,0.095482,0.0025,0.0025,0.006
GNSS-04,225,0.041456,-0.03037,0.081032,0.0025,0.0025,0.006
GNSS-04,226,0.040257,-0.028244,0.072888,0.0025,0.0025,0.006
GNSS-04,227,0.041856,-0.030192,0.071321,0.0025,0.0025,0.006
GNSS-04,228,0.034831,-0.024073,0.078239,0.0025,0.0025,0.006
GNSS-04,229,0.042755,-0.022785,0.082657,0.0025,0.0025,0.006
GNSS-04,230,0.040733,-0.028408,0.086297,0.0025,0.0025,0.006
GNSS-04,231,0.044215,-0.028428,0.088607,0.0025,0.0025,0.006
GNSS-04,232,0.043678,-0.032382,0.078398,0.0025,0.0025,0.006
GNSS-04,233,0.041245,-0.023795,0.091312,0.0025,0.0025,0.006
GNSS-04,234,0.044386,-0.028318,0.098246,0.0025,0.0025,0.006
GNSS-04,235,0.043783,-0.024093,0.088846,0.0025,0.0025,0.006
GNSS-04,236,0.040643,-0.031849,0.088072,0.0025,0.0025,0.006
GNSS-04,237,0.046892,-0.029364,0.103665,0.0025,0.0025,0.006
GNSS-04,238,0.044592,-0.030173,0.085477,0.0025,0.0025,0.006
GNSS-04,239,0.046545,-0.027801,0.100036,0.0025,0.0025,0.006
GNSS-04,240,0.045431,-0.032008,0.092785,0.0025,0.0025,0.006
GNSS-04,241,0.047171,-0.02953,0.09205,0.0025,0.0025,0.006
GNSS-04,242,0.049288,-0.028195,0.089708,0.0025,0.0025,0.006
GNSS-04,243,0.04889,-0.034575,0.088701,0.0025,0.0025,0.006
GNSS-04,244,0.043671,-0.032461,0.085843,0.0025,0.0025,0.006
GNSS-04,245,0.046179,-0.030454,0.086582,0.0025,0.0025,0.006
GNSS-04,246,0.047918,-0.03606,0.086934,0.0025,0.0025,0.006
GNSS-04,247,0.045092,-0.030592,0.080173,0.0025,0.0025,0.006
GNSS-04,248,0.046225,-0.032749,0.099322,0.0025,0.0025,0.006
GNSS-04,249,0.044308,-0.025075,0.102979,0.0025,0.0025,0.006
GNSS-04,250,0.049455,-0.033315,0.093246,0.0025,0.0025,0.006
GNSS-04,251,0.051595,-0.034047,0.112157,0.0025,0.0025,0.006
GNSS-04,252,0.047036,-0.037902,0.098527,0.0025,0.0025,0.006
GNSS-04,253,0.048522,-0.033282,0.092888,0.0025,0.0025,0.006
GNSS-04,254,0.046531,-0.036451,0.106758,0.0025,0.0025,0.006
GNSS-04,255,0.053765,-0.037214,0.10925,0.0025,0.0025,0.006
GNSS-04,256,0.055423,-0.030742,0.104184,0.0025,0.0025,0.006
GNSS-04,257,0.05271,-0.038697,0.088296,0.0025,0.0025,0.006
GNSS-04,258,0.054315,-0.034794,0.105244,0.0025,0.0025,0.006
GNSS-04,259,0.051439,-0.031474,0.099504,0.0025,0.0025,0.006
GNSS-04,260,0.048978,-0.042273,0.102157,0.0025,0.0025,0.006
GNSS-04,261,0.051358,-0.034025,0.093967,0.0025,0.0025,0.006
GNSS-04,262,0.050534,-0.030232,0.090252,0.0025,0.0025,0.006
GNSS-04,263,0.055937,-0.034414,0.09635,0.0025,0.0025,0.006
GNSS-04,264,0.050555,-0.035734,0.10283,0.0025,0.0025,0.006
GNSS-04,265,0.049901,-0.039648,0.102561,0.0025,0.0025,0.006
GNSS-04,266,0.05572,-0.039613,0.103399,0.0025,0.0025,0.006
GNSS-04,267,0.052436,-0.036523,0.10299,0.0025,0.0025,0.006
GNSS-04,268,0.057434,-0.037567,0.112723,0.0025,0.0025,0.006
GNSS-04,269,0.054933,-0.03783,0.112168,0.0025,0.0025,0.006
GNSS-04,270,0.056009,-0.037036,0.108293,0.0025,0.0025,0.006
GNSS-04,271,0.055206,-0.037138,0.119641,0.0025,0.0025,0.006
GNSS-04,272,0.05718,-0.037267,0.126681,0.0025,0.0025,0.006
GNSS-04,273,0.06074,-0.033611,0.103976,0.0025,0.0025,0.006
GNSS-04,274,0.053006,-0.033843,0.107975,0.0025,0.0025,0.006
GNSS-04,275,0.054691,-0.033938,0.097317,0.0025,0.0025,0.006
GNSS-04,276,0.061784,-0.035743,0.10498,0.0025,0.0025,0.006
GNSS-04,277,0.058539,-0.040472,0.108619,0.0025,0.0025,0.006
GNSS-04,278,0.062221,-0.04332,0.116659,0.0025,0.0025,0.006
GNSS-04,279,0.052122,-0.036038,0.111993,0.0025,0.0025,0.006
GNSS-04,280,0.059294,-0.044901,0.111907,0.0025,0.0025,0.006
